,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CanESM5,CMCC-ESM2,EC-Earth3,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-g3,GFDL-ESM4,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KIOST-ESM,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,TaiESM1
12460,16.8109,18.1062,21.901,18.5985,17.5398,18.3536,21.1875,21.7915,23.549,19.2607,21.4933,23.6233,24.547,18.4701,13.4747,21.4032,22.1777,17.1261,23.6256,18.8138,22.2577,17.5059,15.6204,22.4753
12461,17.8365,14.9804,21.6108,16.2712,19.2335,19.9866,20.5628,22.8885,22.9716,19.8161,21.449,22.1155,20.0929,15.3357,13.7646,20.7002,18.7649,18.8065,24.2613,17.7897,23.5898,18.6742,17.0218,24.0607
12462,19.664,13.4975,20.7789,16.5371,19.712,17.8444,22.096,16.8693,22.4315,20.2681,21.9121,22.3797,17.1137,14.4142,16.2494,21.3055,20.2448,21.2972,22.7542,19.0353,23.1475,20.0757,18.7555,23.134
12463,20.2485,12.8905,20.9751,17.7136,21.1505,14.7967,23.0974,16.6429,23.7411,22.2611,23.4795,23.633,17.1353,16.0827,18.8058,24.2531,25.1358,18.7361,22.3352,19.9869,21.0631,20.8682,19.9888,15.865
12464,20.0364,13.0193,21.7095,19.2148,18.9344,16.0004,23.7595,18.1724,24.2693,22.2155,23.2149,24.0548,18.8118,19.418,19.872,23.9656,25.9921,18.1635,22.3921,20.8244,19.0243,22.2149,20.5751,18.0815
12465,22.156,13.9806,23.4937,21.1844,16.6491,17.1766,24.1447,18.5409,24.2243,19.4467,21.3997,24.5505,18.1539,19.3015,22.3961,20.0236,25.4846,20.0895,22.2606,17.7406,14.0961,22.0463,21.9672,20.2831
12466,23.5307,17.0088,22.7465,17.8562,17.7236,19.1512,23.9048,20.0005,22.9962,18.8034,22.0408,22.5008,19.9873,22.1685,23.3272,17.1561,24.4923,18.9895,23.5173,15.2207,10.6147,21.6254,23.1602,22.3934
12467,23.6758,19.6337,21.3817,17.3631,19.4026,20.5438,24.5622,20.2747,23.0846,19.5594,21.5542,21.3821,23.8643,20.7073,21.8604,17.7233,21.1946,16.9358,22.1768,16.7059,14.853,18.0133,23.8472,23.754
12468,23.6127,21.4044,22.7894,14.4498,19.8377,20.06,22.4159,22.4011,23.7947,21.0636,20.4938,22.107,21.0785,22.1477,21.4951,19.735,22.1929,17.9783,23.2862,16.8997,19.3654,17.208,19.5553,23.2023
12469,22.9546,22.3536,22.9568,15.0377,21.0416,19.3354,22.1973,23.5532,23.0272,22.844,22.2589,22.0274,19.8491,23.6521,19.2007,20.4185,24.9095,18.7127,20.0774,16.3643,18.6519,18.8885,18.1251,21.2845
12470,23.1476,22.6613,22.9612,18.4272,21.8046,19.2948,20.6166,23.5402,22.2784,23.6313,22.0848,21.6406,19.0912,22.1792,17.4673,16.4211,25.1209,20.0763,17.2731,17.2794,17.1575,18.9547,20.5294,19.9565
12471,22.3721,20.9528,23.564,21.1273,22.8287,20.2451,19.9389,24.5986,20.9688,22.949,20.0658,22.1765,18.2276,21.9017,15.5137,17.7058,25.307,21.5624,16.3462,19.0702,19.2963,19.7106,22.9495,17.0539
12472,18.0974,21.3004,26.3373,19.8469,22.113,21.9439,20.662,23.1883,21.1093,20.8335,22.481,21.4114,19.5031,22.4196,18.0289,18.4886,25.5238,19.6273,18.3129,20.5571,23.1606,20.2986,23.5013,15.697
12473,15.8323,23.2473,24.1642,20.4749,20.0209,23.0719,21.1485,23.9567,22.7884,18.1509,23.5881,20.3916,23.1939,21.9097,21.1591,19.9602,24.3801,17.5927,18.2678,20.0552,23.0888,21.2137,22.7118,14.8538
12474,18.9909,21.9182,24.5807,21.6263,19.7698,23.671,22.4262,21.6909,22.9672,16.206,24.7606,21.1309,24.3481,21.9813,20.9864,21.5324,23.6088,19.4925,21.8982,22.8089,22.7626,20.0812,22.1171,17.8065
12475,17.9692,20.071,23.9629,22.4006,19.7941,20.936,21.3983,21.4794,24.7336,18.0521,23.0661,23.0568,25.0706,24.811,21.4072,23.3251,23.6976,22.0203,24.951,23.9171,21.9907,19.2787,25.2284,23.0185
12476,17.8801,18.6502,22.8322,20.763,20.9053,19.7712,21.5144,19.3961,25.5246,20.241,20.087,21.7021,25.2479,22.7809,22.2324,23.0995,16.0154,23.0332,22.9324,23.6299,20.7294,20.6045,24.2221,22.9996
12477,21.0551,19.785,19.5673,21.0173,21.6225,22.0571,22.0191,20.1774,24.8662,23.4153,21.7237,19.387,25.6364,20.9813,19.4391,22.4069,16.6574,23.8339,21.7521,23.9033,18.2995,21.5256,25.7188,19.25
12478,22.2961,18.9857,19.2018,22.0945,22.6373,19.4939,22.0744,20.8071,23.6856,24.2851,24.0286,17.2032,25.76,23.9942,20.5046,20.4825,18.087,24.7587,23.9721,25.7743,12.0793,22.4476,24.6494,20.1805
12479,19.2116,18.2786,22.2706,20.4243,24.0195,21.215,19.076,22.0045,25.3521,22.2629,23.0171,16.381,24.7769,24.0538,23.995,20.0514,17.3756,24.9171,23.9945,24.8496,15.2529,23.4011,21.5721,19.6496
12480,15.8071,18.3312,25.1279,18.5494,24.8524,22.6165,18.7283,22.0194,25.339,20.7518,19.2472,18.3336,25.5109,18.9739,22.8389,22.1565,18.717,24.9521,24.3586,23.6432,17.7815,23.8076,17.0022,23.0857
12481,18.7426,17.7769,25.8761,15.8093,22.2634,21.7388,20.247,18.5849,21.3247,21.3953,19.5758,17.5375,22.9668,19.3849,21.6949,22.7215,21.6582,23.9414,23.2531,21.7402,16.7099,22.5959,17.2016,24.7847
12482,21.3505,18.634,25.927,15.3031,19.5068,21.9603,17.7018,18.9355,16.6516,22.057,20.4738,15.1281,16.7427,22.9225,23.2625,21.1904,25.1422,21.8911,23.1314,21.5853,18.5443,19.7303,19.0914,24.9284
12483,23.1587,19.3239,21.8119,16.8542,20.4478,23.0406,22.4392,18.6619,16.9664,23.2854,20.4138,17.4568,15.3629,23.4167,23.9347,17.2166,25.9359,24.8522,23.4593,23.0706,19.8586,19.3505,21.5113,24.5883
12484,24.0601,20.1506,20.5601,19.8218,20.2811,23.2261,22.1166,19.2906,20.2717,23.1744,20.9433,20.554,18.5642,22.8784,25.913,19.7424,26.4846,24.0739,22.8089,23.6148,17.9997,20.6856,22.6356,24.9879
12485,23.4695,20.4877,20.6862,23.9475,20.8579,23.4376,19.8925,19.988,22.658,23.4598,23.3472,22.5941,22.9384,22.2011,25.8698,21.9219,22.1282,24.4244,23.1052,23.0524,20.1091,22.8762,22.3316,25.2137
12486,22.6586,21.5109,23.7998,23.9347,22.0257,23.6046,20.4333,19.3571,24.1088,23.7929,23.2827,23.6095,23.1873,18.9197,26.1069,23.0997,19.9035,24.9936,22.4095,18.2,22.3326,24.9803,22.674,25.746
12487,23.4224,22.245,23.492,24.3426,21.7452,23.1886,20.0527,19.2983,24.2124,25.0502,23.6082,22.9182,22.0031,20.9378,26.6294,22.8242,24.6256,22.9049,21.7774,19.4607,22.7102,25.5039,21.8907,26.3887
12488,22.1425,22.3213,24.7126,23.9417,21.6395,24.0657,19.6793,19.9701,23.4829,25.2936,20.3541,20.5495,22.0778,18.3943,26.7606,18.8185,25.8436,20.9428,23.1859,22.098,21.7282,24.504,22.0937,24.764
12489,22.0901,23.0633,24.9992,22.0427,23.7991,24.8036,20.929,20.9867,22.1014,25.0319,20.0438,20.5649,17.3685,16.9598,25.378,15.5861,26.4974,20.2101,24.7818,22.2274,21.9136,24.9974,22.7093,23.0532
12490,21.7191,23.813,25.0,23.966,24.9936,25.0418,22.7403,21.7385,22.4976,22.6611,21.3754,19.2545,16.6978,19.2274,21.7155,19.2895,26.5704,20.1008,25.8304,23.2687,22.4254,24.6709,24.759,25.5215
12491,21.0712,24.0177,24.8875,22.8477,24.1095,21.8188,25.4045,21.3662,25.4508,17.9593,22.1796,19.293,19.7748,20.2469,22.6844,22.0622,26.5776,21.3562,25.8974,23.2514,22.3278,25.1406,26.0137,25.5804
12492,23.0736,23.0779,25.0614,20.9497,24.5174,19.59,25.4955,22.7999,26.027,17.9851,21.6128,19.9184,21.242,20.878,23.9712,22.9137,26.412,18.4514,25.5939,23.6501,21.3326,26.1091,22.2014,21.9207
12493,24.3472,23.6509,23.8405,19.8858,23.834,21.5472,26.1145,23.1503,25.0714,17.6194,21.169,20.1424,21.9626,21.1604,24.899,21.8774,25.3784,18.5911,25.0415,24.6556,22.1135,25.3153,19.7269,20.1658
12494,24.7826,23.4706,24.311,22.4432,21.7203,24.1738,25.6361,23.2309,25.6431,20.3261,18.6361,20.0194,23.5033,21.457,23.5807,23.4694,20.3184,20.4466,24.6943,23.1651,22.0833,25.9317,23.4286,23.562
12495,25.012,24.4272,25.4034,24.3542,22.389,23.3863,26.3943,24.196,24.2984,22.0863,20.271,21.6616,24.3943,21.2749,22.8529,21.2535,21.8783,21.3346,25.7636,19.6071,21.1693,26.2294,24.9264,21.5838
12496,21.5336,25.1494,24.7592,21.8916,23.3512,24.8094,25.6639,23.9525,26.0309,23.262,21.7209,23.0662,24.9272,21.6167,24.7555,20.8129,26.237,21.9111,26.0447,20.6267,21.817,25.6815,24.2848,22.3978
12497,17.1305,23.9475,22.9842,23.6041,22.3858,23.9571,25.0043,23.8372,25.5326,22.712,22.5842,23.6592,22.6264,19.8338,25.9981,17.9213,27.2483,21.9521,24.9196,19.5782,22.8781,25.5786,25.2191,24.9017
12498,16.2575,23.9325,18.4581,25.1432,22.8843,24.1155,25.4562,24.5273,26.3884,20.6773,21.5713,23.6652,16.7354,20.6925,25.5816,20.9065,27.393,22.568,25.6556,20.4948,24.4409,25.4876,25.5194,25.7193
12499,19.443,24.3104,16.3078,21.8218,23.873,24.6287,25.3694,25.0558,27.4312,20.1875,23.0635,24.8516,15.6579,21.8214,24.2158,24.3815,27.3095,23.6389,26.4119,21.5414,25.1627,25.4375,26.0211,22.6132
12500,22.1459,24.5884,16.8438,22.3679,24.0745,23.094,23.2228,23.7869,25.6513,20.4318,23.5986,24.7824,21.3897,22.2696,24.0379,24.8569,27.3058,19.6536,26.485,21.6344,25.6391,25.9958,25.0736,15.323
12501,24.4594,24.6116,17.6712,23.9439,23.9956,22.7879,21.7477,24.0319,26.4601,22.1796,22.2425,24.9775,23.2759,22.7685,24.3741,23.6025,26.7019,20.7177,26.4882,22.5554,25.1935,26.3398,24.3621,22.3621
12502,25.3206,23.839,17.9766,25.2158,24.2291,22.9274,19.9039,25.6654,26.8497,21.9521,23.6796,25.3129,25.1894,23.7511,24.9848,23.2533,26.9329,22.5685,26.3667,23.6933,21.253,26.5145,26.3865,24.1882
12503,26.033,24.8014,20.2242,25.5533,25.1653,23.9354,22.7854,25.5563,26.9995,23.6253,24.2549,24.9092,25.5753,22.4582,25.7622,22.7905,27.2659,23.3894,26.7002,19.591,24.4496,26.7275,26.5154,24.3789
12504,22.5463,24.5972,21.7322,25.2638,25.3082,25.1147,23.6593,25.9477,24.9169,24.7907,22.5553,25.2329,24.2051,18.8698,25.3709,24.9911,25.1907,23.7001,26.4332,20.732,22.8044,26.6663,26.3467,24.4022
12505,19.8724,25.4954,24.463,26.0698,25.5382,25.1284,24.2114,26.6368,24.5004,22.4418,22.1889,24.7995,22.524,20.2211,26.1285,24.5834,25.897,24.2094,27.1817,22.0381,21.8395,22.4236,26.4546,24.7836
12506,21.2475,26.3435,24.3577,22.3429,26.2788,25.5313,24.134,26.2084,26.6781,23.1753,23.9637,25.0324,24.6061,21.1857,27.4051,23.843,27.8608,24.6186,26.2183,23.7995,23.9802,21.0193,25.1252,24.0363
12507,22.2383,25.6187,25.2395,20.5567,25.8089,24.8347,24.8286,27.7114,26.6667,23.3034,24.0887,25.236,25.7887,21.9575,26.9128,24.3959,28.0099,23.7516,26.8694,19.8494,25.5122,20.6132,26.3989,18.4381
12508,21.4859,26.322,24.6392,24.185,26.9192,25.5903,24.5539,27.2394,26.4569,24.1912,21.8084,24.8612,25.4468,23.0577,27.151,25.122,25.0492,23.7777,27.6645,17.9622,24.6334,22.433,23.5895,19.9404
12509,24.1903,26.1713,24.9809,26.1657,26.8941,26.6016,23.6569,27.5013,26.6493,24.5321,22.8223,24.6736,24.1771,23.5504,27.0007,25.0936,20.2999,24.7399,26.1952,20.5077,25.6256,23.803,22.5922,23.549
12510,25.6819,25.2849,24.3486,25.7191,26.7614,26.2767,23.1094,26.6784,24.9126,23.308,22.7113,24.656,22.787,24.0657,27.1892,25.5992,20.8083,24.9059,26.0664,20.4017,24.3816,24.8439,24.2863,23.5593
12511,24.9609,25.8115,24.4275,25.1981,27.4596,26.1858,23.9742,25.4685,24.217,21.2849,24.8702,25.747,23.2818,23.7732,27.942,25.8801,21.1585,24.1258,26.8729,22.7542,25.6559,24.7216,25.973,24.5829
12512,24.6478,25.9892,24.9681,23.0513,26.0985,26.1113,24.3745,25.2557,24.1867,24.2251,26.4261,26.7504,23.9803,24.1727,28.3083,25.8852,22.1264,24.654,26.8657,24.7886,26.6146,25.0606,26.5473,24.6018
12513,25.7603,25.6991,24.0988,25.319,25.4767,24.0159,24.8714,25.8996,22.7737,24.927,26.4172,26.7894,24.43,24.5919,26.0201,25.9899,24.8512,26.0125,26.8164,25.3726,25.5827,25.6652,26.4109,25.0085
12514,25.3132,25.9945,24.3429,26.8462,27.2053,24.7598,25.1882,26.2124,26.3602,25.3098,27.3932,27.2724,25.13,25.5286,26.3072,24.8346,24.8376,25.3773,26.0625,23.6925,23.4947,25.4291,26.8608,22.6776
12515,24.4863,26.4311,23.6468,25.9818,27.3608,25.5585,25.9908,26.9125,26.3455,25.1784,27.2242,27.6216,25.6084,24.94,25.0261,25.0202,26.1216,25.4583,25.1704,24.3568,25.6807,25.4694,26.5917,22.9948
12516,22.5339,26.4796,23.5712,23.0715,27.6124,25.5657,26.195,27.5095,25.0899,25.1577,27.8767,27.8667,25.7555,23.6775,27.3227,25.0275,26.9343,22.9196,22.6929,26.1697,26.501,26.0842,26.8232,24.6998
12517,24.0345,26.937,23.3163,25.0593,27.7692,26.7865,26.0024,26.931,25.484,26.0554,28.2229,27.7432,25.1007,22.4922,25.1526,26.2302,27.3721,22.7387,20.7927,25.8714,25.145,26.8147,27.2925,25.8126
12518,25.9862,26.1163,23.6683,26.553,27.6007,27.0001,26.6229,26.0491,25.5397,27.3003,27.8407,27.4823,24.2721,21.5902,23.6086,25.6791,27.7232,23.7634,22.8377,24.6995,25.6744,26.9383,27.5726,25.9514
12519,25.7439,27.0382,23.5834,26.9689,27.5838,27.1521,25.6231,26.6595,25.5432,26.0207,27.3158,27.5209,25.8339,22.1726,25.5368,27.1202,27.624,24.3983,25.2476,25.122,25.9484,26.6433,27.5616,26.0675
12520,26.3874,27.3768,25.8242,25.39,28.0831,26.973,25.3495,26.4392,25.4257,23.5361,27.0744,27.2797,26.257,22.2186,25.2552,26.1594,27.6342,24.3591,26.332,25.1004,26.4205,26.1959,27.9101,26.1148
12521,26.9876,28.1155,26.1269,24.0285,28.5677,27.3269,27.2574,24.9812,24.6702,24.6183,26.5779,27.3636,26.3228,22.0226,25.4082,26.5496,26.2048,23.8519,26.5253,25.2177,25.148,26.8438,27.6429,26.1726
12522,27.3818,28.1968,26.6027,24.8692,28.462,26.6216,27.2548,26.5886,25.5681,23.0788,27.5538,27.3188,26.8052,23.0787,24.8649,27.2633,27.5908,24.0422,26.8093,25.7484,27.1729,27.3236,27.418,26.266
12523,26.6464,27.969,26.9109,26.7846,26.6537,24.3184,27.916,25.562,26.4838,22.1187,27.7565,26.6715,26.8127,23.2418,25.1035,26.5092,27.8438,24.4153,26.674,26.0326,26.973,26.719,27.6551,26.5221
12524,26.6937,28.3042,27.622,24.8922,26.3259,23.523,27.7312,25.1083,26.295,24.126,27.8247,24.7949,26.6556,24.4233,26.2546,24.5649,26.7131,24.0161,27.0314,26.1529,26.5022,26.6547,27.5158,26.3537
12525,27.1683,26.0008,28.4498,25.5043,25.3182,24.4366,27.7757,24.9346,27.0742,23.0777,27.9081,25.3626,26.9926,25.5403,26.8066,24.8516,27.952,24.8986,27.3554,26.5324,25.9696,27.2993,27.4577,27.457
12526,27.4944,23.045,28.1354,27.3392,24.7114,24.2568,28.257,26.9256,27.156,23.618,27.1649,27.2556,25.926,26.2075,27.1772,25.6132,28.6057,23.2098,28.0166,28.0805,24.7092,27.7698,26.2232,28.4131
12527,27.645,24.7415,28.498,28.0916,23.9809,24.807,28.499,22.921,27.7059,25.6277,27.1814,27.9194,26.3662,26.3475,26.6847,25.5371,28.9953,24.2616,28.2601,26.1813,25.2103,27.3036,26.1813,27.6287
12528,27.8751,26.1871,28.5962,25.3432,24.1338,26.0305,28.5355,22.3924,26.7957,27.3465,28.2196,26.2438,27.2872,25.548,27.4069,25.3635,28.5672,24.1605,27.6953,25.4479,26.4881,26.4187,26.7545,27.6529
12529,27.6796,26.0291,28.1936,24.8864,24.6339,26.2271,27.9862,24.9139,25.1934,26.6378,28.4219,24.9948,26.7974,24.0213,27.8287,26.3533,29.0286,24.5588,26.9111,26.8235,26.3196,26.4071,27.7332,27.3617
12530,27.3656,26.0015,27.1852,26.8562,25.3711,27.2171,27.1694,26.5085,26.1693,26.6614,28.6618,26.0438,26.9566,23.638,26.0425,27.6334,29.0303,26.3261,25.8264,26.8686,26.4221,27.5258,26.693,26.3646
12531,28.1662,26.0419,26.4623,27.0842,25.825,27.0541,27.1081,26.3641,25.914,27.1959,28.1537,27.0336,26.4267,23.0805,26.6904,27.9414,28.6362,27.6863,26.358,26.5911,27.0268,28.125,27.6992,27.6408
12532,28.1168,26.7319,27.9124,25.8603,26.1177,26.8504,27.0653,26.6736,25.9557,28.1243,27.5145,27.5523,25.997,23.2595,27.6845,27.9353,29.0578,27.8776,26.1699,25.4081,26.401,28.3703,27.2094,27.8154
12533,28.4244,26.3842,28.0842,27.7462,25.0877,25.2444,27.7397,26.3721,25.8138,27.7469,27.8708,27.7865,26.968,22.0213,27.9403,27.8804,29.3426,27.5428,26.1798,26.3077,27.2601,28.0802,27.5999,28.546
12534,28.1277,23.8507,27.9097,28.4331,24.1218,20.9482,26.9387,25.1274,26.0196,27.6091,27.4605,27.8181,27.7215,23.8627,27.7187,28.0159,29.7075,27.9228,26.1425,26.5681,27.2582,27.9769,27.7912,28.481
12535,27.451,22.4382,27.7113,27.4527,23.8319,22.9703,26.4171,25.2825,27.1354,27.3921,27.5293,27.7301,27.9004,24.7057,27.87,28.0525,29.7406,28.2686,26.7312,25.5362,26.9731,27.8526,27.4655,28.2302
12536,27.8424,23.4052,27.5976,26.8622,24.8336,25.101,25.7139,25.516,27.4389,27.1556,28.0087,28.1177,28.1331,24.5234,28.1454,27.5443,28.5768,28.1995,25.6156,24.1472,26.7681,27.9438,27.633,28.347
12537,28.4019,24.6449,27.3723,28.0298,24.9706,26.5331,25.4062,25.2738,28.002,27.3385,26.1259,27.5014,28.6002,24.6562,28.4322,26.8052,28.4985,27.8075,25.0414,24.0868,27.7222,27.993,27.0338,28.2793
12538,28.6393,25.2634,27.5947,27.8809,25.1096,26.1125,25.1248,26.0658,27.9478,27.3824,21.1112,27.674,28.4907,24.9625,28.9555,28.2415,29.0926,28.2669,24.6306,24.8203,27.8003,28.2439,27.7603,28.4381
12539,28.8028,25.9796,27.6007,27.3609,25.449,27.3542,23.0615,26.6336,28.1335,27.5439,22.1175,28.2472,27.157,24.8649,28.6995,28.61,29.5438,28.5979,25.127,25.03,27.7772,28.6971,28.6517,28.0418
12540,28.7638,26.3864,25.7416,28.5877,25.9729,27.6303,24.8534,26.4015,27.5786,26.4939,21.9212,28.6026,23.7548,27.0477,27.2335,27.5318,27.4187,28.8092,25.9947,25.5881,28.2735,28.8214,28.6823,28.4421
12541,28.532,26.9301,26.0828,28.2866,26.8132,27.4535,26.1205,26.813,27.7594,26.9659,22.6591,28.4687,24.0266,25.8652,27.3544,27.3982,27.2745,28.5991,26.0857,26.7397,28.5092,28.7443,28.7769,28.0624
12542,28.6562,27.3962,26.8247,28.3877,27.1884,27.7985,26.5003,27.0255,28.0028,27.8447,24.5599,28.4596,25.5074,25.5322,26.7465,28.4731,24.9535,27.8219,25.5518,25.9636,27.6738,28.8011,28.4443,26.0845
12543,28.5719,27.4687,25.4466,27.8644,26.2392,28.2939,26.7068,26.3791,28.5451,27.5829,25.1317,28.2886,25.5602,25.0402,26.7376,28.2815,27.0042,27.636,25.4474,26.3369,28.1096,28.5461,28.8306,27.5671
12544,28.5793,27.7732,25.1852,28.4847,25.0748,28.6134,26.0006,25.5521,28.5919,27.0084,25.6921,27.9251,24.1345,23.6882,27.0407,28.9121,28.6501,28.2941,26.079,25.849,28.6885,28.8466,28.9743,27.5571
12545,28.6764,28.5815,25.8528,28.4883,24.9658,28.8762,25.4226,20.9767,28.3253,27.5274,26.313,26.9187,23.0284,25.2197,27.1247,27.0705,27.8068,28.972,26.3281,25.5436,28.2734,28.2358,29.1761,28.6164
12546,28.9228,28.2658,26.7669,28.5972,24.9795,28.7068,26.364,24.4992,28.6955,27.5263,26.8488,25.7252,22.5293,24.376,27.1162,28.043,29.1798,28.5493,26.2538,25.4042,27.0783,27.446,28.9657,28.3282
12547,29.0146,27.7898,27.7519,27.9823,25.768,28.0782,27.4503,25.7514,27.4222,26.7538,26.9873,25.3973,23.496,24.8555,27.3062,28.493,28.0304,28.6782,25.705,26.3956,26.9592,26.5583,28.8549,28.0306
12548,28.5816,27.7878,27.4831,27.5768,26.278,28.1056,28.0062,27.0048,26.8693,26.5493,26.7795,25.7443,25.2217,25.6142,28.8468,28.8319,27.9232,28.7748,25.4928,26.924,26.99,27.1718,28.7592,28.1969
12549,28.6654,28.1761,27.7168,28.7591,26.4227,27.8686,28.349,27.2666,27.7044,27.3071,27.1093,26.7343,24.6042,25.5787,27.6912,28.8634,28.2067,29.6219,25.9511,26.933,25.3271,28.0078,28.9017,29.0
12550,28.8727,28.5028,27.6025,27.6008,26.5654,26.1579,27.6021,28.0898,25.315,27.6072,27.8409,27.2601,23.4948,25.3252,27.1714,29.2742,28.7499,29.375,26.6099,27.4444,26.5605,28.2006,28.9846,29.1281
12551,25.6791,28.5644,28.7372,28.2138,26.8646,26.8485,28.0322,28.2229,27.1156,28.6747,27.506,27.2895,24.5082,24.7713,27.5207,28.1261,28.1201,29.3133,27.077,26.0683,27.1668,28.2104,28.5963,27.2598
12552,24.5817,28.6621,28.9247,28.4573,27.4409,27.6533,28.1004,28.0545,26.285,28.4639,27.693,27.2871,25.1927,25.137,27.9639,28.1178,27.4286,29.5815,27.904,26.4579,26.4282,28.691,28.5956,26.2149
12553,26.5289,28.6855,28.1301,28.8014,27.7554,28.1165,28.3015,27.575,27.3747,28.1845,27.6156,27.9899,27.3824,25.5503,27.8961,28.4548,27.9043,28.969,27.2939,27.1539,25.6232,26.979,29.6175,27.218
12554,27.6588,28.701,27.2456,29.1792,27.7085,27.6971,27.5363,28.5434,23.6787,28.5781,27.6582,27.7738,27.1402,27.3807,27.6014,28.4733,29.2721,28.8016,27.3515,27.0904,25.8579,26.1767,29.5791,27.6414
12555,26.7157,28.7113,28.1617,28.7554,27.7282,27.9344,28.29,28.1303,25.4907,28.7324,26.9947,28.3919,26.7803,28.2731,27.8818,28.7323,29.13,28.5703,26.9004,27.3024,26.4763,26.485,29.5096,28.2455
12556,27.0262,28.9645,28.8746,28.3933,28.2394,26.1678,28.5949,27.3707,27.8847,28.0164,27.9412,28.1795,26.8478,26.6859,28.8438,27.3053,28.9172,27.4579,27.1307,26.542,24.0611,26.8947,29.4829,24.7652
12557,27.2728,29.1844,28.5349,28.4346,28.3704,26.6211,28.4158,27.4517,28.6204,28.6137,28.0625,28.2546,26.8792,25.26,28.8368,27.8993,28.7408,27.1902,27.3664,26.8015,25.6676,27.8984,29.2207,22.9275
12558,27.957,28.6723,28.4932,28.6182,28.3516,26.9645,28.3641,26.8212,28.6975,28.8445,28.3412,28.5096,27.0423,25.8546,29.2866,27.1921,29.3461,28.0029,26.7032,27.5372,26.5509,28.6395,27.7138,26.0091
12559,27.1247,29.5281,29.2653,28.2071,28.552,26.4208,28.4344,26.6997,28.8119,27.2999,28.2232,28.6734,27.5936,26.0562,29.0054,27.4093,29.0395,27.9428,26.7768,27.654,26.6013,29.1319,26.9483,28.1903
12560,26.5117,29.2087,29.1016,27.8074,28.5442,26.7728,28.0583,27.1146,28.7049,28.2855,28.2584,28.6119,26.6315,26.4682,28.9387,26.1056,28.8306,27.8215,27.5383,25.7144,26.3939,28.914,28.2347,27.9589
12561,27.2954,28.1523,29.4189,28.2364,28.1397,27.1596,28.3786,28.1154,28.2034,27.2955,28.5243,28.7242,25.1383,27.026,28.8983,26.0152,29.6637,26.4899,27.7268,25.814,27.0313,28.3523,28.6961,29.0243
12562,28.8141,28.9765,27.6905,28.6518,28.7004,27.4281,28.65,28.3979,29.5982,25.118,28.5215,28.6463,24.2836,26.7491,29.057,26.307,28.93,26.1701,27.8646,26.1221,26.9941,28.6014,29.1051,28.1847
12563,29.1423,29.7883,27.3101,28.9288,27.5233,27.826,28.7941,28.8267,29.5666,26.9723,28.596,28.279,24.8826,27.3078,28.1047,26.9562,29.3279,27.6198,27.7393,24.9095,26.4581,28.4804,29.6257,28.6918
12564,26.322,29.0235,27.4176,29.1641,26.1638,27.3009,29.6407,29.0024,28.4986,26.1768,29.4445,29.0948,24.5593,27.454,28.3231,27.3689,28.8716,27.461,27.6453,23.3875,26.6153,28.8671,28.419,28.5396
12565,25.4202,28.5675,28.0046,28.7296,26.2544,25.7603,28.5879,28.8002,28.6111,26.2591,29.4354,29.7135,25.026,27.6137,28.6144,27.6551,29.8036,26.6046,28.0973,25.5741,26.7707,28.2786,29.4883,28.2023
12566,25.0786,28.3938,28.5509,28.6923,26.5394,26.6767,27.7187,29.0037,28.8726,26.2423,28.2367,29.0798,24.8221,27.7689,28.2871,26.444,29.7385,25.5551,28.6614,27.3424,26.9938,28.3941,27.9641,28.7607
12567,26.479,29.5141,27.9165,28.2339,25.8465,25.7869,26.2864,28.7266,29.3568,26.5294,29.2604,29.1782,26.176,28.5689,28.1744,25.7664,30.1477,24.4545,29.1995,27.7379,27.133,26.539,27.6877,28.4658
12568,26.9919,29.6142,28.0234,28.9487,26.3553,26.9786,26.989,28.7138,29.5346,27.8471,28.4287,28.7951,26.3793,28.4918,28.2181,26.5127,28.188,25.2171,29.445,26.6338,27.3556,26.8121,27.5064,28.8767
12569,27.7216,29.5527,26.6744,28.4224,26.4993,26.3124,26.6438,28.2519,29.8984,28.0085,28.2541,28.9826,26.0331,28.3248,28.0453,26.9295,28.7608,25.5099,29.6611,26.9433,27.4832,28.31,27.7194,27.7854
12570,28.0796,29.3213,27.3813,28.5671,26.1878,25.9467,26.26,28.2146,30.1461,28.4379,29.287,29.7208,28.0337,27.7825,29.5882,24.965,29.8266,26.3001,29.2726,27.5929,26.2914,28.7754,28.048,28.7093
12571,28.22,29.2543,27.9465,28.5809,28.0501,26.1856,27.4303,28.4506,28.885,28.0451,28.9668,28.9168,28.1792,26.7749,29.2873,25.5043,29.3102,26.5473,29.0442,26.3816,25.5606,28.5767,28.6613,27.8873
12572,28.7182,29.3363,28.0642,29.1939,28.1448,26.5375,28.2703,29.1591,27.8909,27.5188,29.6782,29.5845,26.9744,28.8829,27.3187,25.7083,28.9777,27.5975,29.0332,27.2224,26.1651,28.8975,29.2049,28.6418
12573,28.9513,28.9719,28.2184,28.2575,25.8937,26.6754,28.5726,28.4319,29.8723,27.4166,27.879,29.302,28.2867,29.6275,26.178,25.79,29.0459,27.9252,28.6802,28.3144,26.6761,28.8013,28.4928,28.7734
